review,rating,date,bank,source
"Good App But big problem with Trasfer to other Bank im send some money to other bank still not reach it ,it's take time around two days",4,2026-02-27,Bank of Abyssinia,Google Play
Use the best bank account ✅👌👌👌,5,2026-02-25,Bank of Abyssinia,Google Play
well app,5,2026-02-24,Bank of Abyssinia,Google Play
"balance sync is working after 24 hours, frequently stop working for the last 4 yrs, boring update released, very poor service",2,2026-02-23,Bank of Abyssinia,Google Play
Excellent service thanks,5,2026-02-20,Bank of Abyssinia,Google Play
good,5,2026-02-19,Bank of Abyssinia,Google Play
good,5,2026-02-19,Bank of Abyssinia,Google Play
Good,5,2026-02-17,Bank of Abyssinia,Google Play
it crush every time you opend it it is hard to pay quickly or to access,1,2026-02-17,Bank of Abyssinia,Google Play
it is a best app,5,2026-02-16,Bank of Abyssinia,Google Play
"this app is useless, i try to use it but the app crash and log me out and this is happen again and again. i thought they will fix it on update but there is no update.",1,2026-02-15,Bank of Abyssinia,Google Play
"It’s very hard, it’s not working.👎👎",1,2026-02-11,Bank of Abyssinia,Google Play
v.good,5,2026-02-11,Bank of Abyssinia,Google Play
some time the app would have been a problem to open,5,2026-02-10,Bank of Abyssinia,Google Play
good,5,2026-02-10,Bank of Abyssinia,Google Play
good,5,2026-02-08,Bank of Abyssinia,Google Play
Its not work accurately please improve your mobile banking,1,2026-02-03,Bank of Abyssinia,Google Play
the most doagusting app from ethiopian banking especially on weekdenda🤮🤮🤮🤮🤮🤮🤮,1,2026-02-02,Bank of Abyssinia,Google Play
wondo mechesa,5,2026-01-31,Bank of Abyssinia,Google Play
good but the user interface and animations need some upgrade,4,2026-01-31,Bank of Abyssinia,Google Play
what is wrong these app ?,1,2026-01-30,Bank of Abyssinia,Google Play
very good app,5,2026-01-29,Bank of Abyssinia,Google Play
unsatisfied to your mobile banking application,5,2026-01-28,Bank of Abyssinia,Google Play
"Whenever I want to see my balance, the app says “no” and logs me out. Looks like the developer doesn’t want customers to know the truth 😄! This app really protects my money. It logs me out before I can even see my balance. 👉 Honestly, this app doesn’t reflect the quality of Bank of Abyssinia.",3,2026-01-26,Bank of Abyssinia,Google Play
"BoA Mobile is boring, imagine if you install it to your phone it crash when once used and require reinstall. I downloaded ten times but it still crashing.",1,2026-01-25,Bank of Abyssinia,Google Play
እሽቱ,5,2026-01-24,Bank of Abyssinia,Google Play
very clumsy application. it sucks alot.,1,2026-01-23,Bank of Abyssinia,Google Play
so perfect in everything,5,2026-01-22,Bank of Abyssinia,Google Play
yse good ap,5,2026-01-22,Bank of Abyssinia,Google Play
the worst Mobile banking app👎👎👎👎,1,2026-01-22,Bank of Abyssinia,Google Play
እየሩስ ፣አይለ፣,1,2026-01-20,Bank of Abyssinia,Google Play
very nice,5,2026-01-20,Bank of Abyssinia,Google Play
very Good application,4,2026-01-14,Bank of Abyssinia,Google Play
yes,5,2026-01-13,Bank of Abyssinia,Google Play
app doesnt work,1,2026-01-10,Bank of Abyssinia,Google Play
it's too slow and when you are in a hurry don't use this app,1,2026-01-10,Bank of Abyssinia,Google Play
The worest app ever .work hard and do betterthan this,1,2026-01-09,Bank of Abyssinia,Google Play
The app is always glitch seems there's is significant issue from the backend. Can someone take a look on this or just remove from appstore this trash 🗑 🙄. Thank you.,1,2026-01-07,Bank of Abyssinia,Google Play
n m ű,3,2026-01-06,Bank of Abyssinia,Google Play
so good,5,2026-01-06,Bank of Abyssinia,Google Play
my app is not working .,1,2026-01-06,Bank of Abyssinia,Google Play
"Problems with internet, the app sometimes says there is no internet connection while Internet Data is on. this needs to be fixed, it's unacceptable not being able to access your bank account when you need it.",1,2026-01-05,Bank of Abyssinia,Google Play
"There's only one word to describe BOA mobile banking app, and it's 'እንጨት'. It's been the worst experience and it's continuing to be so.",1,2026-01-04,Bank of Abyssinia,Google Play
not good update it again,1,2026-01-04,Bank of Abyssinia,Google Play
the app not works on samsung galaxy A06 models it's directly kick you out of the app whenever u want to use it amd and then it's says the app is not working i hope they fix it soon,2,2026-01-04,Bank of Abyssinia,Google Play
The worest banking app i ever used,1,2026-01-03,Bank of Abyssinia,Google Play
"This app is the worst app I've ever seen. Unless the developer fixes it, BOA will lose all its customers.",1,2026-01-02,Bank of Abyssinia,Google Play
yetemeta app nw cherash nw apk west maygebawu beza sebeb absiniya tesenabichalewu,1,2026-01-01,Bank of Abyssinia,Google Play
ደገፉ ፈፊኘየየከ ወግወ ደገፉ,5,2025-12-31,Bank of Abyssinia,Google Play
good,5,2025-12-27,Bank of Abyssinia,Google Play
good 👍👍👍,5,2025-12-27,Bank of Abyssinia,Google Play
best digital financing app in ethiopia,5,2025-12-26,Bank of Abyssinia,Google Play
wooow,5,2025-12-26,Bank of Abyssinia,Google Play
very good to be continued to update,5,2025-12-24,Bank of Abyssinia,Google Play
የአቢሲኒያ ባንክ app,5,2025-12-22,Bank of Abyssinia,Google Play
አፕሊኬሽኑ መጨረሻ ቀርፋፋ ነው:: 2G,1,2025-12-21,Bank of Abyssinia,Google Play
best,5,2025-12-21,Bank of Abyssinia,Google Play
"what is this the 19 century 😡,we can't even see our balance,this app is going backwards 😤",1,2025-12-21,Bank of Abyssinia,Google Play
The worst Mobile banking app in Ethiopia,1,2025-12-20,Bank of Abyssinia,Google Play
great,5,2025-12-18,Bank of Abyssinia,Google Play
Applicationa kerem delile,5,2025-12-18,Bank of Abyssinia,Google Play
fast,5,2025-12-17,Bank of Abyssinia,Google Play
Good,5,2025-12-17,Bank of Abyssinia,Google Play
good,5,2025-12-16,Bank of Abyssinia,Google Play
😍,5,2025-12-15,Bank of Abyssinia,Google Play
best,5,2025-12-15,Bank of Abyssinia,Google Play
nice,5,2025-12-13,Bank of Abyssinia,Google Play
WE EXPECT IT WILL BE MORE AND MORE FASTER THAN EARLIER!,5,2025-12-13,Bank of Abyssinia,Google Play
Amazing App 👏,5,2025-12-12,Bank of Abyssinia,Google Play
Niec app,5,2025-12-12,Bank of Abyssinia,Google Play
best app of the year,5,2025-12-12,Bank of Abyssinia,Google Play
waw,2,2025-12-12,Bank of Abyssinia,Google Play
it constantly bugs and doesnt open what is the purpose of mobile banking app if i dont use it when i need it?,1,2025-12-12,Bank of Abyssinia,Google Play
🔥🔥,5,2025-12-10,Bank of Abyssinia,Google Play
good,4,2025-12-09,Bank of Abyssinia,Google Play
good,4,2025-12-06,Bank of Abyssinia,Google Play
"please fix the bug this app does not work, it says Error The request was not successful. Please check device connectivity or try again.",1,2025-12-05,Bank of Abyssinia,Google Play
not bad,3,2025-12-04,Bank of Abyssinia,Google Play
nice banking,5,2025-12-02,Bank of Abyssinia,Google Play
what a bad app... cant even learn from CBE ... how can they even improve?,1,2025-12-02,Bank of Abyssinia,Google Play
it stuck everytime when i use it . the app won't budge to even open,1,2025-12-02,Bank of Abyssinia,Google Play
i don't find it good and now it is not working!,1,2025-12-01,Bank of Abyssinia,Google Play
Make the reason we wrote visible on app transaction.,2,2025-12-01,Bank of Abyssinia,Google Play
app is note active working crash,1,2025-11-30,Bank of Abyssinia,Google Play
🙏👍,5,2025-11-29,Bank of Abyssinia,Google Play
Very Good,5,2025-11-28,Bank of Abyssinia,Google Play
goof,5,2025-11-28,Bank of Abyssinia,Google Play
good!,5,2025-11-28,Bank of Abyssinia,Google Play
bad exprience...it is so crushed,1,2025-11-27,Bank of Abyssinia,Google Play
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,Bank of Abyssinia,Google Play
ምንም የማይ ሰራ,1,2025-11-26,Bank of Abyssinia,Google Play
very good,5,2025-11-25,Bank of Abyssinia,Google Play
most of the time is not working properly,1,2025-11-25,Bank of Abyssinia,Google Play
good service,5,2025-11-25,Bank of Abyssinia,Google Play
not use for me,3,2025-11-23,Bank of Abyssinia,Google Play
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,Bank of Abyssinia,Google Play
waw,5,2025-11-21,Bank of Abyssinia,Google Play
the lag is unbelievable when you need it the most this suks,1,2025-11-19,Bank of Abyssinia,Google Play
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,Bank of Abyssinia,Google Play
it is a good app,5,2025-11-18,Bank of Abyssinia,Google Play
it is not working at all,1,2025-11-15,Bank of Abyssinia,Google Play
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,Bank of Abyssinia,Google Play
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13,Bank of Abyssinia,Google Play
fast and simple,5,2025-11-11,Bank of Abyssinia,Google Play
best of best,5,2025-11-10,Bank of Abyssinia,Google Play
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,Bank of Abyssinia,Google Play
good,4,2025-11-10,Bank of Abyssinia,Google Play
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,Bank of Abyssinia,Google Play
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,Bank of Abyssinia,Google Play
best app,5,2025-11-08,Bank of Abyssinia,Google Play
Best app,5,2025-11-07,Bank of Abyssinia,Google Play
"Barely works, it always fails to connect",1,2025-11-07,Bank of Abyssinia,Google Play
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,Bank of Abyssinia,Google Play
very nice,5,2025-11-04,Bank of Abyssinia,Google Play
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,Bank of Abyssinia,Google Play
I like,5,2025-11-02,Bank of Abyssinia,Google Play
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,Bank of Abyssinia,Google Play
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,Bank of Abyssinia,Google Play
"the worst app ever,",1,2025-10-30,Bank of Abyssinia,Google Play
better,5,2025-10-29,Bank of Abyssinia,Google Play
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,Bank of Abyssinia,Google Play
this app can't open? what is problem? please solve my problem?,1,2025-10-28,Bank of Abyssinia,Google Play
kiyaa makonn,5,2025-10-27,Bank of Abyssinia,Google Play
very very lazy app,1,2025-10-26,Bank of Abyssinia,Google Play
telebirr remittance,5,2025-10-24,Bank of Abyssinia,Google Play
The best bank in 🇪🇹,5,2025-10-23,Bank of Abyssinia,Google Play
its good,5,2025-10-22,Bank of Abyssinia,Google Play
the worst app in my financial experience.,1,2025-10-22,Bank of Abyssinia,Google Play
good for mb appliciation,5,2025-10-21,Bank of Abyssinia,Google Play
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,Bank of Abyssinia,Google Play
try to easy network,4,2025-10-17,Bank of Abyssinia,Google Play
hussen hassen umer,5,2025-10-16,Bank of Abyssinia,Google Play
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,Bank of Abyssinia,Google Play
an exceptional banking app.,5,2025-10-16,Bank of Abyssinia,Google Play
alhamdulilah,5,2025-10-11,Bank of Abyssinia,Google Play
poor,5,2025-10-11,Bank of Abyssinia,Google Play
Best of best,5,2025-10-09,Bank of Abyssinia,Google Play
from the last week updates the app is not working Please check the problems,1,2025-10-08,Bank of Abyssinia,Google Play
It's always crushing,1,2025-10-08,Bank of Abyssinia,Google Play
office branches have to improve their services please,4,2025-10-07,Bank of Abyssinia,Google Play
♥️♥️,5,2025-10-05,Bank of Abyssinia,Google Play
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,Bank of Abyssinia,Google Play
it needs a timely update,5,2025-10-03,Bank of Abyssinia,Google Play
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,Bank of Abyssinia,Google Play
Like,5,2025-10-01,Bank of Abyssinia,Google Play
I can't type my otp on it.,1,2025-10-01,Bank of Abyssinia,Google Play
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,Bank of Abyssinia,Google Play
jaajja,4,2025-09-30,Bank of Abyssinia,Google Play
I love this bank the best experience ever.,5,2025-09-28,Bank of Abyssinia,Google Play
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,Bank of Abyssinia,Google Play
Great,5,2025-09-20,Bank of Abyssinia,Google Play
mobile banking,5,2025-09-19,Bank of Abyssinia,Google Play
very good,5,2025-09-18,Bank of Abyssinia,Google Play
😎,5,2025-09-18,Bank of Abyssinia,Google Play
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,Bank of Abyssinia,Google Play
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,Bank of Abyssinia,Google Play
none,5,2025-09-14,Bank of Abyssinia,Google Play
good,2,2025-09-13,Bank of Abyssinia,Google Play
good,5,2025-09-12,Bank of Abyssinia,Google Play
very good app i ever used,5,2025-09-12,Bank of Abyssinia,Google Play
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,Bank of Abyssinia,Google Play
zedo,5,2025-09-11,Bank of Abyssinia,Google Play
please open my mobile app,5,2025-09-10,Bank of Abyssinia,Google Play
it doesn't open,1,2025-09-10,Bank of Abyssinia,Google Play
Very Good,5,2025-09-09,Bank of Abyssinia,Google Play
Best banking transaction application in Ethiopia !,5,2025-09-05,Bank of Abyssinia,Google Play
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,Bank of Abyssinia,Google Play
tamaam kamal,1,2025-09-04,Bank of Abyssinia,Google Play
በጣም ሐሪፍ,5,2025-09-03,Bank of Abyssinia,Google Play
great 👍,5,2025-09-02,Bank of Abyssinia,Google Play
goof,4,2025-09-01,Bank of Abyssinia,Google Play
absiniya banki,5,2025-08-29,Bank of Abyssinia,Google Play
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,Bank of Abyssinia,Google Play
One of the best in this business,5,2025-08-25,Bank of Abyssinia,Google Play
Excellent,5,2025-08-20,Bank of Abyssinia,Google Play
besat🥰,5,2025-08-19,Bank of Abyssinia,Google Play
unlimited experience,5,2025-08-18,Bank of Abyssinia,Google Play
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,Bank of Abyssinia,Google Play
very nice mobile banking app my favourite,5,2025-08-16,Bank of Abyssinia,Google Play
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,Bank of Abyssinia,Google Play
best apps,5,2025-08-15,Bank of Abyssinia,Google Play
the worst app ever to exist in a bank history,1,2025-08-15,Bank of Abyssinia,Google Play
thank you,5,2025-08-14,Bank of Abyssinia,Google Play
Best mobile app in the country,5,2025-08-14,Bank of Abyssinia,Google Play
not fast,2,2025-08-12,Bank of Abyssinia,Google Play
keeps freezing at the front page.,1,2025-08-10,Bank of Abyssinia,Google Play
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,Bank of Abyssinia,Google Play
abseniya bank app,5,2025-08-08,Bank of Abyssinia,Google Play
good,5,2025-08-05,Bank of Abyssinia,Google Play
yes goode app,5,2025-08-03,Bank of Abyssinia,Google Play
Great App,5,2025-08-02,Bank of Abyssinia,Google Play
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,Bank of Abyssinia,Google Play
ረጀብነሱ,1,2025-07-31,Bank of Abyssinia,Google Play
The Worst Mobile Banking App.,1,2025-07-31,Bank of Abyssinia,Google Play
giod,5,2025-07-30,Bank of Abyssinia,Google Play
best bank in ethiopia,5,2025-07-29,Bank of Abyssinia,Google Play
waqayyoo,5,2025-07-28,Bank of Abyssinia,Google Play
please is not working,2,2025-07-27,Bank of Abyssinia,Google Play
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,Bank of Abyssinia,Google Play
I can log in from any where,5,2025-07-23,Bank of Abyssinia,Google Play
😇,3,2025-07-21,Bank of Abyssinia,Google Play
no proplem,5,2025-07-20,Bank of Abyssinia,Google Play
👍👍👍,5,2025-07-20,Bank of Abyssinia,Google Play
excellent app,5,2025-07-18,Bank of Abyssinia,Google Play
good work,5,2025-07-15,Bank of Abyssinia,Google Play
☹️,5,2025-07-15,Bank of Abyssinia,Google Play
excellent,5,2025-07-14,Bank of Abyssinia,Google Play
Great BoA,5,2025-07-14,Bank of Abyssinia,Google Play
Good,5,2025-07-14,Bank of Abyssinia,Google Play
Okay,4,2025-07-13,Bank of Abyssinia,Google Play
not working,1,2025-07-12,Bank of Abyssinia,Google Play
This App is Getting worse and worse with every update,2,2025-07-11,Bank of Abyssinia,Google Play
ምርጥ ነው,1,2025-07-10,Bank of Abyssinia,Google Play
nice,5,2025-07-10,Bank of Abyssinia,Google Play
Best app,5,2025-07-08,Bank of Abyssinia,Google Play
meku,5,2025-07-07,Bank of Abyssinia,Google Play
nice,4,2025-07-04,Bank of Abyssinia,Google Play
awasome app go a head,5,2025-07-04,Bank of Abyssinia,Google Play
😎,5,2025-07-03,Bank of Abyssinia,Google Play
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,Bank of Abyssinia,Google Play
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,Bank of Abyssinia,Google Play
wow,5,2025-07-01,Bank of Abyssinia,Google Play
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,Bank of Abyssinia,Google Play
amazing Banks App👌👌,3,2025-06-25,Bank of Abyssinia,Google Play
goof,5,2025-06-25,Bank of Abyssinia,Google Play
good App fore me,5,2025-06-25,Bank of Abyssinia,Google Play
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,Bank of Abyssinia,Google Play
fantastic,5,2025-06-22,Bank of Abyssinia,Google Play
👍,4,2025-06-21,Bank of Abyssinia,Google Play
it's nice to use.,5,2025-06-21,Bank of Abyssinia,Google Play
app doesn't start,1,2025-06-21,Bank of Abyssinia,Google Play
Excellent application,5,2025-06-18,Bank of Abyssinia,Google Play
its very bad app its very slow,1,2025-06-17,Bank of Abyssinia,Google Play
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,Bank of Abyssinia,Google Play
good,1,2025-06-15,Bank of Abyssinia,Google Play
Good job!,5,2025-06-13,Bank of Abyssinia,Google Play
best financial app.,5,2025-06-12,Bank of Abyssinia,Google Play
ቆንጆ ነው በርቱ,5,2025-06-11,Bank of Abyssinia,Google Play
the worst app humans ever created,1,2025-06-09,Bank of Abyssinia,Google Play
it's not working,3,2025-06-05,Bank of Abyssinia,Google Play
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Bank of Abyssinia,Google Play
exceptional,5,2025-06-03,Bank of Abyssinia,Google Play
BoA Mobile good bank,5,2025-06-02,Bank of Abyssinia,Google Play
this is worest app 24/7 loading,1,2025-06-01,Bank of Abyssinia,Google Play
BoA system is confartable,5,2025-06-01,Bank of Abyssinia,Google Play
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Bank of Abyssinia,Google Play
Good service.,3,2025-05-25,Bank of Abyssinia,Google Play
the app crush frequently,1,2025-05-24,Bank of Abyssinia,Google Play
good,5,2025-05-22,Bank of Abyssinia,Google Play
You guys keeps getting worst,1,2025-05-22,Bank of Abyssinia,Google Play
good,5,2025-05-21,Bank of Abyssinia,Google Play
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Bank of Abyssinia,Google Play
BoA,2,2025-05-20,Bank of Abyssinia,Google Play
good,5,2025-05-20,Bank of Abyssinia,Google Play
but not opening on android,4,2025-05-19,Bank of Abyssinia,Google Play
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Bank of Abyssinia,Google Play
amazing,5,2025-05-18,Bank of Abyssinia,Google Play
excellent,5,2025-05-15,Bank of Abyssinia,Google Play
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Bank of Abyssinia,Google Play
nice,5,2025-05-10,Bank of Abyssinia,Google Play
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Bank of Abyssinia,Google Play
Best app,5,2025-05-09,Bank of Abyssinia,Google Play
liking this application good 👍,5,2025-05-07,Bank of Abyssinia,Google Play
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Bank of Abyssinia,Google Play
good,5,2025-05-06,Bank of Abyssinia,Google Play
good,5,2025-05-02,Bank of Abyssinia,Google Play
good,4,2025-04-30,Bank of Abyssinia,Google Play
good,4,2025-04-30,Bank of Abyssinia,Google Play
wow,5,2025-04-28,Bank of Abyssinia,Google Play
it's really good 👍,5,2025-04-23,Bank of Abyssinia,Google Play
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Bank of Abyssinia,Google Play
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Bank of Abyssinia,Google Play
Best,2,2025-04-19,Bank of Abyssinia,Google Play
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Bank of Abyssinia,Google Play
yideg,1,2025-04-18,Bank of Abyssinia,Google Play
great boa,5,2025-04-10,Bank of Abyssinia,Google Play
Best,5,2025-04-10,Bank of Abyssinia,Google Play
boa of mobile backing,5,2025-04-09,Bank of Abyssinia,Google Play
nice,5,2025-04-09,Bank of Abyssinia,Google Play
faster bank of Abissinya,5,2025-04-08,Bank of Abyssinia,Google Play
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Bank of Abyssinia,Google Play
it just doesn't work...so frustrating,1,2025-04-07,Bank of Abyssinia,Google Play
like,5,2025-04-06,Bank of Abyssinia,Google Play
it's not work correctly... you must have update it,1,2025-04-06,Bank of Abyssinia,Google Play
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Bank of Abyssinia,Google Play
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Bank of Abyssinia,Google Play
good but they don't update enough don't add new things,3,2025-04-04,Bank of Abyssinia,Google Play
very good,5,2025-04-03,Bank of Abyssinia,Google Play
thank you,5,2025-04-02,Bank of Abyssinia,Google Play
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Bank of Abyssinia,Google Play
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Bank of Abyssinia,Google Play
good application,5,2025-03-30,Bank of Abyssinia,Google Play
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Bank of Abyssinia,Google Play
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Bank of Abyssinia,Google Play
always problematic hardly works,1,2025-03-26,Bank of Abyssinia,Google Play
best app,5,2025-03-25,Bank of Abyssinia,Google Play
very good,5,2025-03-25,Bank of Abyssinia,Google Play
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Bank of Abyssinia,Google Play
great BoA,5,2025-03-22,Bank of Abyssinia,Google Play
best,5,2025-03-21,Bank of Abyssinia,Google Play
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Bank of Abyssinia,Google Play
good,5,2025-03-21,Bank of Abyssinia,Google Play
good,5,2025-03-19,Bank of Abyssinia,Google Play
there is no speed,1,2025-03-19,Bank of Abyssinia,Google Play
"For anyone who wants to download it, just don't!!!",1,2025-03-19,Bank of Abyssinia,Google Play
wonderful,5,2025-03-19,Bank of Abyssinia,Google Play
all worck,5,2025-03-19,Bank of Abyssinia,Google Play
Loved it,5,2025-03-14,Bank of Abyssinia,Google Play
Wow,1,2025-03-14,Bank of Abyssinia,Google Play
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Bank of Abyssinia,Google Play
Improved to be the best,5,2025-03-11,Bank of Abyssinia,Google Play
BoA,5,2025-03-11,Bank of Abyssinia,Google Play
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Bank of Abyssinia,Google Play
BoA Greqt Ethiopian bank.,5,2025-03-11,Bank of Abyssinia,Google Play
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Bank of Abyssinia,Google Play
Almost better compared to cbe where it is not qualified for,4,2025-03-09,Bank of Abyssinia,Google Play
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Bank of Abyssinia,Google Play
Wonderfull app,5,2025-03-08,Bank of Abyssinia,Google Play
i can't use this app why?,5,2025-03-07,Bank of Abyssinia,Google Play
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Bank of Abyssinia,Google Play
Wow,4,2025-03-05,Bank of Abyssinia,Google Play
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Bank of Abyssinia,Google Play
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Bank of Abyssinia,Google Play
Good app,5,2025-03-03,Bank of Abyssinia,Google Play
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Bank of Abyssinia,Google Play
It has good features but sometimes it doesn't work...0,1,2025-03-02,Bank of Abyssinia,Google Play
