review_id,review_text,sentiment_label,sentiment_score,identified_theme
793,its good,POSITIVE,0.9998,General Feedback
794,the worst app in my financial experience.,NEGATIVE,0.9998,General Feedback
795,good for mb appliciation,POSITIVE,0.9943,General Feedback
796,the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,NEGATIVE,0.9998,App Stability & UI
797,try to easy network,NEGATIVE,0.9987,App Stability & UI
798,hussen hassen umer,POSITIVE,0.8681,General Feedback
799,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",NEGATIVE,0.9988,Account Access Issues
800,an exceptional banking app.,POSITIVE,0.9997,General Feedback
801,alhamdulilah,POSITIVE,0.8558,General Feedback
802,poor,NEGATIVE,0.9998,General Feedback
803,Best of best,POSITIVE,0.9997,General Feedback
804,from the last week updates the app is not working Please check the problems,NEGATIVE,0.9997,Feature Requests
805,It's always crushing,NEGATIVE,0.9994,General Feedback
806,office branches have to improve their services please,POSITIVE,0.665,General Feedback
807,♥️♥️,POSITIVE,0.9438,General Feedback
808,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,NEGATIVE,0.9988,Transaction Performance
809,it needs a timely update,NEGATIVE,0.9983,Feature Requests
810,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",NEGATIVE,0.9997,Account Access Issues
811,Like,POSITIVE,0.9911,General Feedback
812,I can't type my otp on it.,NEGATIVE,0.9991,Account Access Issues
813,"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",NEGATIVE,0.9977,Account Access Issues
814,jaajja,NEGATIVE,0.9873,General Feedback
815,I love this bank the best experience ever.,POSITIVE,0.9999,General Feedback
816,"Nothing has been improved, it doesn't work like the previous version.",NEGATIVE,0.9997,General Feedback
817,Great,POSITIVE,0.9999,General Feedback
818,mobile banking,POSITIVE,0.9077,General Feedback
819,very good,POSITIVE,0.9999,General Feedback
820,😎,NEGATIVE,0.6971,General Feedback
821,"need alot of connection, chooses device, very lug even when there is connection",NEGATIVE,0.9919,General Feedback
822,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,NEGATIVE,0.9964,Transaction Performance
823,none,NEGATIVE,0.9853,General Feedback
824,good,POSITIVE,0.9998,General Feedback
825,good,POSITIVE,0.9998,General Feedback
826,very good app i ever used,POSITIVE,0.9998,General Feedback
827,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,NEGATIVE,0.998,General Feedback
828,zedo,POSITIVE,0.994,General Feedback
829,please open my mobile app,POSITIVE,0.9873,General Feedback
830,it doesn't open,NEGATIVE,0.9998,General Feedback
831,Very Good,POSITIVE,0.9999,General Feedback
832,Best banking transaction application in Ethiopia !,POSITIVE,0.9997,General Feedback
833,السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,NEGATIVE,0.5818,General Feedback
834,tamaam kamal,POSITIVE,0.9919,General Feedback
835,በጣም ሐሪፍ,NEGATIVE,0.7851,General Feedback
836,great 👍,POSITIVE,0.9998,General Feedback
837,goof,NEGATIVE,0.9975,General Feedback
838,absiniya banki,NEGATIVE,0.9083,General Feedback
839,has issue after installation and i think it doesn't work with tecno common 30,NEGATIVE,0.9997,General Feedback
840,One of the best in this business,POSITIVE,0.9999,General Feedback
841,Excellent,POSITIVE,0.9998,General Feedback
842,besat🥰,NEGATIVE,0.6971,General Feedback
843,unlimited experience,POSITIVE,0.9997,General Feedback
844,"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",NEGATIVE,0.9991,Account Access Issues
845,very nice mobile banking app my favourite,POSITIVE,0.9998,General Feedback
846,"it almost never boots up!!! and even if it did, it crashes immediately",NEGATIVE,0.9978,App Stability & UI
847,best apps,POSITIVE,0.9998,General Feedback
848,the worst app ever to exist in a bank history,NEGATIVE,0.9998,General Feedback
849,thank you,POSITIVE,0.9998,General Feedback
850,Best mobile app in the country,POSITIVE,0.9997,General Feedback
851,not fast,NEGATIVE,0.995,General Feedback
852,keeps freezing at the front page.,NEGATIVE,0.9948,App Stability & UI
853,it is not working on redminote 11 pro+ pls fix it,NEGATIVE,0.9997,General Feedback
854,abseniya bank app,NEGATIVE,0.6962,General Feedback
855,good,POSITIVE,0.9998,General Feedback
856,yes goode app,POSITIVE,0.9997,General Feedback
857,Great App,POSITIVE,0.9998,General Feedback
858,1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,NEGATIVE,0.9997,Account Access Issues
859,ረጀብነሱ,NEGATIVE,0.6971,General Feedback
860,The Worst Mobile Banking App.,NEGATIVE,0.9998,General Feedback
861,giod,POSITIVE,0.9894,General Feedback
862,best bank in ethiopia,POSITIVE,0.9997,General Feedback
863,waqayyoo,POSITIVE,0.5037,General Feedback
864,please is not working,NEGATIVE,0.9998,General Feedback
865,nothing when I need to install the Apk it say that re-up date,NEGATIVE,0.9986,General Feedback
866,I can log in from any where,NEGATIVE,0.9498,Account Access Issues
867,😇,NEGATIVE,0.6971,General Feedback
868,no proplem,NEGATIVE,0.9912,General Feedback
869,👍👍👍,NEGATIVE,0.6971,General Feedback
870,excellent app,POSITIVE,0.9998,General Feedback
871,good work,POSITIVE,0.9998,General Feedback
872,☹️,NEGATIVE,0.6971,General Feedback
873,excellent,POSITIVE,0.9998,General Feedback
874,Great BoA,POSITIVE,0.9993,General Feedback
875,Good,POSITIVE,0.9998,General Feedback
876,Okay,POSITIVE,0.9998,General Feedback
877,not working,NEGATIVE,0.9998,General Feedback
878,This App is Getting worse and worse with every update,NEGATIVE,0.9996,Feature Requests
879,ምርጥ ነው,NEGATIVE,0.7851,General Feedback
880,nice,POSITIVE,0.9999,General Feedback
881,Best app,POSITIVE,0.9997,General Feedback
882,meku,POSITIVE,0.9422,General Feedback
883,nice,POSITIVE,0.9999,General Feedback
884,awasome app go a head,NEGATIVE,0.9981,General Feedback
885,😎,NEGATIVE,0.6971,General Feedback
886,it sucks as hell. it crashes most of the time and takes a long time to load .,NEGATIVE,0.9994,App Stability & UI
887,Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,NEGATIVE,0.9851,App Stability & UI
888,wow,POSITIVE,0.9996,General Feedback
889,"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",NEGATIVE,0.9997,General Feedback
890,amazing Banks App👌👌,POSITIVE,0.9998,General Feedback
891,goof,NEGATIVE,0.9975,General Feedback
892,good App fore me,POSITIVE,0.9998,General Feedback
893,"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",NEGATIVE,0.9995,General Feedback
894,fantastic,POSITIVE,0.9999,General Feedback
895,👍,NEGATIVE,0.6971,General Feedback
896,it's nice to use.,POSITIVE,0.9998,General Feedback
897,app doesn't start,NEGATIVE,0.9974,General Feedback
898,Excellent application,POSITIVE,0.9999,General Feedback
899,its very bad app its very slow,NEGATIVE,0.9998,App Stability & UI
900,ብዙዬ ሺዋየ በለጠ,NEGATIVE,0.8337,General Feedback
901,good,POSITIVE,0.9998,General Feedback
902,Good job!,POSITIVE,0.9998,General Feedback
903,best financial app.,POSITIVE,0.9998,General Feedback
904,ቆንጆ ነው በርቱ,NEGATIVE,0.8337,General Feedback
905,the worst app humans ever created,NEGATIVE,0.9998,General Feedback
906,it's not working,NEGATIVE,0.9998,General Feedback
907,"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",NEGATIVE,0.9994,Account Access Issues
908,exceptional,POSITIVE,0.9999,General Feedback
909,BoA Mobile good bank,POSITIVE,0.9985,General Feedback
910,this is worest app 24/7 loading,NEGATIVE,0.9935,App Stability & UI
911,BoA system is confartable,NEGATIVE,0.998,General Feedback
912,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",NEGATIVE,0.9998,General Feedback
913,Good service.,POSITIVE,0.9999,General Feedback
914,the app crush frequently,NEGATIVE,0.9985,General Feedback
915,good,POSITIVE,0.9998,General Feedback
916,You guys keeps getting worst,NEGATIVE,0.9997,General Feedback
917,good,POSITIVE,0.9998,General Feedback
918,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",NEGATIVE,0.999,Account Access Issues
919,BoA,NEGATIVE,0.7411,General Feedback
920,good,POSITIVE,0.9998,General Feedback
921,but not opening on android,NEGATIVE,0.9952,General Feedback
922,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,NEGATIVE,0.9998,General Feedback
923,amazing,POSITIVE,0.9999,General Feedback
924,excellent,POSITIVE,0.9998,General Feedback
925,"this app does no work on Samsung a51, it just gives a preview of the logo",NEGATIVE,0.9992,Account Access Issues
926,nice,POSITIVE,0.9999,General Feedback
927,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",NEGATIVE,0.9995,General Feedback
928,Best app,POSITIVE,0.9997,General Feedback
929,liking this application good 👍,POSITIVE,0.9997,General Feedback
930,"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",NEGATIVE,0.999,Account Access Issues
931,good,POSITIVE,0.9998,General Feedback
932,good,POSITIVE,0.9998,General Feedback
933,good,POSITIVE,0.9998,General Feedback
934,good,POSITIVE,0.9998,General Feedback
935,wow,POSITIVE,0.9996,General Feedback
936,it's really good 👍,POSITIVE,0.9999,General Feedback
937,Bad app . it stuck when you open and noting WORKS.,NEGATIVE,0.9995,General Feedback
938,"the app isn't working after it asked me the password it starts loading, but it doesn't open",NEGATIVE,0.9997,Account Access Issues
939,Best,POSITIVE,0.9998,General Feedback
940,It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,NEGATIVE,0.9997,App Stability & UI
941,yideg,NEGATIVE,0.7676,General Feedback
942,great boa,POSITIVE,0.9993,General Feedback
943,Best,POSITIVE,0.9998,General Feedback
944,boa of mobile backing,NEGATIVE,0.9806,General Feedback
945,nice,POSITIVE,0.9999,General Feedback
946,faster bank of Abissinya,POSITIVE,0.9722,General Feedback
947,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,NEGATIVE,0.9997,App Stability & UI
948,it just doesn't work...so frustrating,NEGATIVE,0.9998,General Feedback
949,like,POSITIVE,0.9911,General Feedback
950,it's not work correctly... you must have update it,NEGATIVE,0.9998,Feature Requests
951,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",POSITIVE,0.9575,Account Access Issues
952,after i typed in my password it says successfully logged out ...and goes back to the first page,NEGATIVE,0.5857,Account Access Issues
953,good but they don't update enough don't add new things,NEGATIVE,0.9694,Feature Requests
954,very good,POSITIVE,0.9999,General Feedback
955,thank you,POSITIVE,0.9998,General Feedback
956,it doesn't work period z slowest mobile banking ever i would rather use *815#,NEGATIVE,0.9991,App Stability & UI
957,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",NEGATIVE,0.9974,Account Access Issues
958,good application,POSITIVE,0.9999,General Feedback
959,this version is not working for me I cannot even buy card. I cannot send money,NEGATIVE,0.9996,Transaction Performance
960,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",NEGATIVE,0.9996,Account Access Issues
961,always problematic hardly works,NEGATIVE,0.9996,General Feedback
962,best app,POSITIVE,0.9997,General Feedback
963,very good,POSITIVE,0.9999,General Feedback
964,"worst app and Bank ever u be ashamed, scammer",NEGATIVE,0.9998,General Feedback
965,great BoA,POSITIVE,0.9993,General Feedback
966,best,POSITIVE,0.9998,General Feedback
967,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,NEGATIVE,0.9988,Transaction Performance
968,good,POSITIVE,0.9998,General Feedback
969,good,POSITIVE,0.9998,General Feedback
970,there is no speed,NEGATIVE,0.9994,General Feedback
971,"For anyone who wants to download it, just don't!!!",NEGATIVE,0.9994,General Feedback
972,wonderful,POSITIVE,0.9999,General Feedback
973,all worck,NEGATIVE,0.9971,General Feedback
974,Loved it,POSITIVE,0.9999,General Feedback
975,Wow,POSITIVE,0.9996,General Feedback
976,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",NEGATIVE,0.9986,Account Access Issues
977,Improved to be the best,POSITIVE,0.9999,General Feedback
978,BoA,NEGATIVE,0.7411,General Feedback
979,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",NEGATIVE,0.9975,Transaction Performance
980,BoA Greqt Ethiopian bank.,NEGATIVE,0.8458,General Feedback
981,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",NEGATIVE,0.9995,Account Access Issues
982,Almost better compared to cbe where it is not qualified for,NEGATIVE,0.9742,General Feedback
983,what awesome apps. it is very simple to use and more much important apps.,POSITIVE,0.9998,General Feedback
984,Wonderfull app,POSITIVE,0.9999,General Feedback
985,i can't use this app why?,NEGATIVE,0.9993,General Feedback
986,Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,NEGATIVE,0.9997,Account Access Issues
987,Wow,POSITIVE,0.9996,General Feedback
988,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,NEGATIVE,0.9998,General Feedback
989,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,NEGATIVE,0.9959,General Feedback
990,Good app,POSITIVE,0.9998,General Feedback
991,"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",NEGATIVE,0.9916,General Feedback
992,It has good features but sometimes it doesn't work...0,NEGATIVE,0.9957,Feature Requests
993,Very poor proformance,NEGATIVE,0.9998,General Feedback
994,It's not opening. Really frustrating,NEGATIVE,0.9997,General Feedback
995,Verry Amazing App from all IB,POSITIVE,0.9997,General Feedback
996,Not working on this days,NEGATIVE,0.9973,General Feedback
997,Thank you BoA,POSITIVE,0.9998,General Feedback
998,best banking app in the wworld,POSITIVE,0.9996,General Feedback
999,Nice app and it's easy to use,POSITIVE,0.9998,General Feedback
1000,"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",NEGATIVE,0.9993,Transaction Performance
